location,total_sqft,bath,balcony,price,bedrooms,bed_per_bath,sqft_per_bath
other,1160.0,2.0,2.0,57.0,2,1.0,580.0
other,1200.0,3.0,1.0,70.0,3,1.0,400.0
Poorna Pragna Layout,960.0,2.0,3.0,50.0,2,1.0,480.0
NGR Layout,1021.0,2.0,2.0,46.0,2,1.0,510.5
Hegde Nagar,2162.03,4.0,2.0,129.0,3,0.75,540.5075
Channasandra,1065.0,2.0,1.0,36.0,2,1.0,532.5
Attibele,400.0,1.0,1.0,10.25,1,1.0,400.0
Bannerghatta Road,1465.0,2.0,1.0,75.0,3,1.5,732.5
Kanakpura Road,900.0,2.0,1.0,41.0,2,1.0,450.0
Marathahalli,1800.0,3.0,2.0,95.0,3,1.0,600.0
other,1175.0,2.0,2.0,83.0,2,1.0,587.5
Sanjay nagar,1050.0,2.0,0.0,59.0,2,1.0,525.0
Electronic City Phase II,1400.0,2.0,2.0,40.43,3,1.5,700.0
Indira Nagar,1650.0,3.0,1.0,150.0,3,1.0,550.0
KR Puram,1827.0,3.0,2.0,97.0,3,1.0,609.0
Thanisandra,1930.0,4.0,2.0,122.0,3,0.75,482.5
Mysore Road,883.0,2.0,1.0,37.0,2,1.0,441.5
Kengeri,550.0,1.0,1.0,16.75,1,1.0,550.0
Electronic City,1400.0,2.0,1.0,40.44,3,1.5,700.0
Kanakapura,1290.0,2.0,3.0,38.69,3,1.5,645.0
Raja Rajeshwari Nagar,1021.0,3.0,2.0,59.0,3,1.0,340.3333333333333
Whitefield,1158.0,2.0,1.0,55.0,2,1.0,579.0
Nagarbhavi,1400.0,2.0,2.0,135.0,3,1.5,700.0
other,2400.0,3.0,0.0,200.0,4,1.3333333333333333,800.0
Munnekollal,1200.0,2.0,1.0,57.9,3,1.5,600.0
JP Nagar,1520.0,3.0,2.0,125.0,3,1.0,506.6666666666667
Thanisandra,777.0,1.0,0.0,38.46,1,1.0,777.0
EPIP Zone,2710.0,3.0,2.0,177.0,3,1.0,903.3333333333334
Kenchenahalli,1150.0,2.0,2.0,57.0,2,1.0,575.0
Yelahanka,1101.0,2.0,2.0,37.0,2,1.0,550.5
other,1200.0,2.0,3.0,110.0,3,1.5,600.0
Hebbal,1252.0,2.0,1.0,92.0,2,1.0,626.0
Marathahalli,1650.0,3.0,2.0,85.0,3,1.0,550.0
Marathahalli,1270.0,2.0,2.0,80.0,2,1.0,635.0
Tumkur Road,992.0,2.0,1.0,70.0,2,1.0,496.0
BEML Layout,2000.0,3.0,2.0,85.0,3,1.0,666.6666666666666
other,893.0,2.0,2.0,34.5,2,1.0,446.5
Bisuvanahalli,1075.0,2.0,1.0,41.49,3,1.5,537.5
Kumaraswami Layout,3200.0,7.0,0.0,150.0,7,1.0,457.14285714285717
Electronic City,1190.0,2.0,1.0,42.0,2,1.0,595.0
Sarjapur  Road,1814.0,3.0,3.0,63.0,3,1.0,604.6666666666666
other,1400.0,3.0,2.0,98.0,3,1.0,466.6666666666667
Murugeshpalya,1344.0,2.0,0.0,56.0,3,1.5,672.0
Kanakpura Road,1843.0,3.0,2.0,95.0,3,1.0,614.3333333333334
other,1138.0,2.0,1.0,32.0,2,1.0,569.0
other,1495.0,2.0,2.0,70.0,3,1.5,747.5
Electronic City,880.0,2.0,1.0,19.0,2,1.0,440.0
Whitefield,1396.0,3.0,1.0,74.0,3,1.0,465.3333333333333
Garudachar Palya,1610.0,2.0,3.0,119.0,3,1.5,805.0
other,1050.0,2.0,2.0,55.0,2,1.0,525.0
other,1410.0,2.0,2.0,43.71,3,1.5,705.0
Ramamurthy Nagar,1050.0,2.0,2.0,37.8,2,1.0,525.0
Kumaraswami Layout,1310.0,2.0,1.0,85.0,3,1.5,655.0
Yelahanka,1104.0,2.0,2.0,58.0,2,1.0,552.0
Hennur Road,1165.0,2.0,1.0,67.0,2,1.0,582.5
Kudlu,1027.0,2.0,2.0,44.0,2,1.0,513.5
Hormavu,1310.0,2.0,3.0,60.0,2,1.0,655.0
other,1052.0,2.0,2.0,52.0,2,1.0,526.0
Singasandra,1464.0,3.0,2.0,56.0,3,1.0,488.0
other,1000.0,2.0,2.0,45.0,2,1.0,500.0
Electronic City,1150.0,2.0,1.0,38.08,2,1.0,575.0
Thanisandra,2019.0,3.0,1.0,70.67,3,1.0,673.0
Varthur,986.0,2.0,1.0,31.0,2,1.0,493.0
Akshaya Nagar,1893.0,4.0,2.0,95.0,3,0.75,473.25
Gollarapalya Hosahalli,1318.0,3.0,2.0,56.0,3,1.0,439.3333333333333
Yelahanka,1325.0,2.0,2.0,58.0,3,1.5,662.5
Kereguddadahalli,800.0,2.0,1.0,33.0,2,1.0,400.0
other,1300.0,3.0,2.0,42.25,3,1.0,433.3333333333333
other,1300.0,2.0,2.0,60.0,3,1.5,650.0
Jalahalli East,1010.0,2.0,1.0,52.0,2,1.0,505.0
Banashankari,1260.0,2.0,3.0,75.0,2,1.0,630.0
other,2500.0,4.0,0.0,170.0,4,1.0,625.0
Harlur,1197.0,2.0,1.0,75.0,2,1.0,598.5
other,1050.0,2.0,2.0,45.0,2,1.0,525.0
Thanisandra,1241.0,2.0,1.0,68.0,3,1.5,620.5
other,1567.0,2.0,3.0,62.0,3,1.5,783.5
Kasavanhalli,1747.0,3.0,1.0,110.0,3,1.0,582.3333333333334
Ramagondanahalli,1475.0,2.0,2.0,55.0,3,1.5,737.5
Hennur Road,980.0,2.0,1.0,51.0,2,1.0,490.0
Dasanapura,966.0,2.0,1.0,58.0,2,1.0,483.0
other,2360.0,3.0,2.0,185.0,4,1.3333333333333333,786.6666666666666
Sarjapur  Road,1112.0,2.0,1.0,62.0,2,1.0,556.0
other,1760.0,3.0,3.0,90.0,3,1.0,586.6666666666666
Hennur,1830.0,2.0,3.0,113.0,3,1.5,915.0
Yelahanka,1175.0,2.0,1.0,67.77,2,1.0,587.5
Whitefield,1175.0,2.0,1.0,41.0,2,1.0,587.5
Horamavu Banaswadi,1025.0,2.0,2.0,45.0,2,1.0,512.5
Hennur Road,1232.0,2.0,1.0,80.0,2,1.0,616.0
5th Phase JP Nagar,1010.0,2.0,2.0,57.0,2,1.0,505.0
Sarjapur  Road,1273.0,2.0,2.0,60.0,2,1.0,636.5
Battarahalli,1590.0,2.0,2.0,102.0,2,1.0,795.0
other,1100.0,2.0,1.0,58.5,2,1.0,550.0
Electronic City Phase II,1252.0,2.0,1.0,65.0,3,1.5,626.0
1st Phase JP Nagar,2615.0,5.0,3.0,222.0,4,0.8,523.0
Yelahanka,1322.0,2.0,1.0,77.9,2,1.0,661.0
7th Phase JP Nagar,1000.0,1.0,1.0,60.0,1,1.0,1000.0
Harlur,1755.0,3.0,2.0,117.0,3,1.0,585.0
Electronic City Phase II,1135.0,2.0,2.0,46.0,2,1.0,567.5
Nagavarapalya,1260.0,2.0,2.0,85.5,2,1.0,630.0
Kanakpura Road,1100.0,2.0,1.0,53.0,3,1.5,550.0
Electronic City Phase II,1305.0,3.0,1.0,65.0,3,1.0,435.0
other,1236.0,2.0,1.0,50.0,2,1.0,618.0
Uttarahalli,1125.0,1.0,2.0,45.0,2,2.0,1125.0
KR Puram,1075.0,2.0,2.0,32.25,2,1.0,537.5
BEML Layout,2000.0,3.0,2.0,85.0,3,1.0,666.6666666666666
Thanisandra,2999.97,6.0,0.0,110.0,6,1.0,499.99499999999995
Kadugodi,1150.0,2.0,2.0,42.0,2,1.0,575.0
Hennur Road,1085.0,2.0,1.0,43.4,2,1.0,542.5
Hebbal Kempapura,1785.0,3.0,0.0,165.0,3,1.0,595.0
Thanisandra,1930.0,4.0,2.0,120.0,3,0.75,482.5
other,800.0,1.0,0.0,45.0,2,2.0,800.0
Kumaraswami Layout,2450.0,3.0,2.0,110.0,4,1.3333333333333333,816.6666666666666
other,1200.0,4.0,0.0,120.0,4,1.0,300.0
Bannerghatta Road,1920.0,3.0,3.0,122.0,3,1.0,640.0
Kothannur,1085.0,2.0,2.0,34.2,2,1.0,542.5
Thanisandra,760.0,1.0,2.0,50.4,1,1.0,760.0
Sahakara Nagar,1201.0,2.0,3.0,80.0,2,1.0,600.5
Electronic City,1615.0,3.0,2.0,97.0,3,1.0,538.3333333333334
Budigere,1991.0,4.0,2.0,100.0,3,0.75,497.75
Kasavanhalli,1377.0,2.0,2.0,80.0,2,1.0,688.5
Thanisandra,663.0,1.0,0.0,32.82,1,1.0,663.0
Electronic City,1165.0,2.0,1.0,33.65,2,1.0,582.5
Talaghattapura,3554.0,4.0,1.0,340.0,3,0.75,888.5
Thanisandra,1260.0,2.0,1.0,45.5,2,1.0,630.0
other,1095.0,2.0,1.0,39.0,2,1.0,547.5
other,1050.0,2.0,2.0,65.0,2,1.0,525.0
Seegehalli,1176.0,2.0,2.0,50.0,2,1.0,588.0
Thanisandra,1801.0,3.0,2.0,115.0,3,1.0,600.3333333333334
Whitefield,1315.0,2.0,3.0,55.0,2,1.0,657.5
Parappana Agrahara,1194.0,2.0,2.0,46.0,2,1.0,597.0
NRI Layout,2400.0,2.0,1.0,125.0,2,1.0,1200.0
Uttarahalli,1308.0,2.0,3.0,53.0,3,1.5,654.0
Thanisandra,3671.0,4.0,1.0,220.0,4,1.0,917.75
Hoodi,2144.0,3.0,2.0,140.0,3,1.0,714.6666666666666
Hoskote,1065.0,2.0,3.0,33.75,2,1.0,532.5
Balagere,1205.0,2.0,1.0,67.0,2,1.0,602.5
Uttarahalli,1160.0,2.0,2.0,40.58,2,1.0,580.0
Parappana Agrahara,1194.0,2.0,2.0,47.0,2,1.0,597.0
other,1200.0,3.0,1.0,56.53,3,1.0,400.0
2nd Phase Judicial Layout,1681.0,3.0,3.0,69.0,3,1.0,560.3333333333334
Bommasandra Industrial Area,1130.0,2.0,1.0,32.64,2,1.0,565.0
Iblur Village,3633.0,5.0,1.0,335.0,4,0.8,726.6
Kanakpura Road,1843.0,3.0,2.0,90.0,3,1.0,614.3333333333334
Bommasandra Industrial Area,1065.0,2.0,1.0,30.75,2,1.0,532.5
Thubarahalli,1885.0,3.0,2.0,85.52,3,1.0,628.3333333333334
R.T. Nagar,1500.0,2.0,2.0,45.0,2,1.0,750.0
Panathur,1210.0,2.0,2.0,69.0,2,1.0,605.0
TC Palaya,1126.0,2.0,1.0,39.4,2,1.0,563.0
Rayasandra,1357.0,2.0,2.0,59.0,3,1.5,678.5
Whitefield,1451.0,2.0,2.0,46.4,3,1.5,725.5
Hennur Road,950.0,2.0,1.0,55.0,2,1.0,475.0
Bellandur,960.0,2.0,2.0,48.0,2,1.0,480.0
other,1625.0,3.0,3.0,92.0,3,1.0,541.6666666666666
Kaggalipura,2200.0,4.0,1.0,150.0,3,0.75,550.0
Ambalipura,1607.0,2.0,2.0,112.0,3,1.5,803.5
Kanakpura Road,900.0,2.0,1.0,46.29,2,1.0,450.0
other,1080.0,2.0,2.0,38.0,2,1.0,540.0
Hosa Road,1708.0,3.0,0.0,64.05,4,1.3333333333333333,569.3333333333334
Yeshwanthpur,2500.0,5.0,2.0,185.0,6,1.2,500.0
Bellandur,1690.0,2.0,2.0,116.0,3,1.5,845.0
other,2100.0,3.0,0.0,145.0,5,1.6666666666666667,700.0
other,1269.0,2.0,2.0,97.0,2,1.0,634.5
Haralur Road,1243.0,2.0,2.0,46.0,2,1.0,621.5
Haralur Road,1890.0,3.0,2.0,84.0,3,1.0,630.0
Electronic City Phase II,1165.0,2.0,1.0,33.64,2,1.0,582.5
BTM Layout,1196.0,2.0,2.0,56.81,2,1.0,598.0
Parappana Agrahara,1194.0,2.0,2.0,47.0,2,1.0,597.0
Old Madras Road,1630.0,3.0,2.0,110.0,3,1.0,543.3333333333334
Whitefield,1063.0,2.0,1.0,42.52,2,1.0,531.5
other,1025.0,2.0,1.0,39.98,2,1.0,512.5
other,1067.0,2.0,1.0,38.0,2,1.0,533.5
Kanakpura Road,1299.0,2.0,1.0,89.63,2,1.0,649.5
Panathur,1343.0,2.0,1.0,76.0,2,1.0,671.5
Electronics City Phase 1,1330.0,2.0,2.0,44.0,3,1.5,665.0
Mallasandra,1524.0,2.0,3.0,72.0,3,1.5,762.0
Lingadheeranahalli,2236.0,4.0,2.0,153.0,4,1.0,559.0
other,1410.0,2.0,2.0,45.12,3,1.5,705.0
Kothanur,1581.0,3.0,3.0,76.0,3,1.0,527.0
Balagere,1205.0,2.0,1.0,79.0,2,1.0,602.5
other,1270.0,2.0,2.0,95.25,3,1.5,635.0
other,1353.0,2.0,2.0,110.0,3,1.5,676.5
other,1200.0,2.0,1.0,68.0,2,1.0,600.0
other,1250.0,2.0,1.0,70.0,3,1.5,625.0
Sarjapur  Road,1157.0,2.0,1.0,69.0,3,1.5,578.5
Kanakapura,825.0,1.0,0.0,35.475,1,1.0,825.0
Sarjapur  Road,1000.0,2.0,2.0,40.0,2,1.0,500.0
Yelahanka,602.0,1.0,1.0,33.0,1,1.0,602.0
Hoodi,1108.0,2.0,0.0,66.46,2,1.0,554.0
other,1040.0,2.0,1.0,68.0,2,1.0,520.0
Sarjapur,1451.0,2.0,1.0,87.0,2,1.0,725.5
Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2,1.0,598.0
Kanakpura Road,850.0,1.0,1.0,37.32,1,1.0,850.0
other,900.0,2.0,1.0,40.0,2,1.0,450.0
Kudlu,720.0,1.0,1.0,33.0,1,1.0,720.0
Thanisandra,1573.0,3.0,2.0,115.0,3,1.0,524.3333333333334
Sarjapur  Road,1026.0,2.0,1.0,60.8,2,1.0,513.0
CV Raman Nagar,1400.0,2.0,2.0,78.0,3,1.5,700.0
Electronic City Phase II,1400.0,2.0,2.0,40.44,3,1.5,700.0
Banashankari Stage III,2100.0,3.0,1.0,147.0,4,1.3333333333333333,700.0
Sarjapur  Road,1150.0,2.0,1.0,48.5,2,1.0,575.0
Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3,1.0,500.0
Kothanur,1790.0,3.0,2.0,105.0,3,1.0,596.6666666666666
Ramagondanahalli,1125.0,2.0,2.0,75.0,2,1.0,562.5
Hennur,1830.5,3.0,0.0,84.205,3,1.0,610.1666666666666
Marathahalli,1100.0,2.0,1.0,50.0,2,1.0,550.0
Banaswadi,1105.0,2.0,2.0,57.0,2,1.0,552.5
Thanisandra,1110.0,2.0,2.0,46.5,2,1.0,555.0
Dasanapura,708.0,1.0,1.0,41.0,1,1.0,708.0
Kudlu,1027.0,2.0,2.0,44.0,2,1.0,513.5
other,1600.0,3.0,1.0,100.0,3,1.0,533.3333333333334
Thigalarapalya,3122.0,6.0,2.0,250.0,4,0.6666666666666666,520.3333333333334
Sarjapur  Road,1205.0,2.0,2.0,37.0,2,1.0,602.5
5th Phase JP Nagar,1450.0,2.0,2.0,73.0,3,1.5,725.0
other,540.0,1.0,0.0,22.0,1,1.0,540.0
Dasarahalli,1200.0,2.0,2.0,42.0,2,1.0,600.0
Kalena Agrahara,1837.0,2.0,2.0,95.0,3,1.5,918.5
Whitefield,1346.0,2.0,1.0,76.01,2,1.0,673.0
Balagere,1012.0,2.0,1.0,68.0,2,1.0,506.0
other,1950.2,3.0,2.0,193.0,3,1.0,650.0666666666667
other,1125.0,2.0,2.0,55.0,2,1.0,562.5
Kaggadasapura,1500.0,2.0,2.0,60.0,3,1.5,750.0
Harlur,1197.0,2.0,1.0,79.9,2,1.0,598.5
Chandapura,1230.0,2.0,2.0,31.37,3,1.5,615.0
BTM 2nd Stage,1100.0,2.0,2.0,47.0,2,1.0,550.0
other,1563.0,2.0,2.0,52.0,3,1.5,781.5
Sarjapur  Road,1600.0,3.0,1.0,120.0,3,1.0,533.3333333333334
Green Glen Layout,1715.0,3.0,3.0,120.0,3,1.0,571.6666666666666
Bannerghatta Road,2400.0,4.0,1.0,180.0,4,1.0,600.0
Ramagondanahalli,1151.0,2.0,2.0,42.5,2,1.0,575.5
Uttarahalli,1123.0,2.0,2.0,60.0,2,1.0,561.5
Whitefield,1276.0,2.0,1.0,69.5,2,1.0,638.0
Yelahanka,1315.0,2.0,3.0,77.0,2,1.0,657.5
Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3,1.5,635.0
R.T. Nagar,1325.0,2.0,2.0,52.0,2,1.0,662.5
Varthur,1600.0,3.0,2.0,63.2,3,1.0,533.3333333333334
Jakkur,1660.0,3.0,2.0,104.0,3,1.0,553.3333333333334
Kodichikkanahalli,1299.0,2.0,3.0,58.0,2,1.0,649.5
Haralur Road,953.0,2.0,1.0,90.0,2,1.0,476.5
Gunjur,1457.0,2.0,3.0,60.0,2,1.0,728.5
Varthur,1000.0,1.0,1.0,65.0,2,2.0,1000.0
Mallasandra,1100.0,2.0,3.0,76.3,3,1.5,550.0
Yelahanka,1075.0,2.0,1.0,33.53,3,1.5,537.5
Kanakpura Road,1450.0,3.0,3.0,51.0,3,1.0,483.3333333333333
Bellandur,950.0,1.0,1.0,40.0,1,1.0,950.0
other,1013.0,2.0,2.0,60.0,2,1.0,506.5
Hennur Road,1140.0,2.0,2.0,56.0,2,1.0,570.0
Yelahanka,1430.0,3.0,1.0,61.0,3,1.0,476.6666666666667
other,1600.0,3.0,2.0,77.0,3,1.0,533.3333333333334
other,1190.0,2.0,1.0,48.0,2,1.0,595.0
other,1625.0,3.0,2.0,95.0,3,1.0,541.6666666666666
other,1210.0,2.0,2.0,53.0,2,1.0,605.0
Lakshminarayana Pura,1615.0,3.0,2.0,150.0,3,1.0,538.3333333333334
Kalena Agrahara,1180.0,2.0,2.0,85.0,2,1.0,590.0
other,1500.0,2.0,0.0,91.0,2,1.0,750.0
Bellandur,850.0,2.0,1.0,45.0,2,1.0,425.0
Kothanur,1130.0,2.0,2.0,55.0,2,1.0,565.0
CV Raman Nagar,907.0,2.0,2.0,38.0,2,1.0,453.5
HRBR Layout,1300.0,2.0,3.0,90.0,2,1.0,650.0
Hennur Road,1891.0,3.0,1.0,110.0,3,1.0,630.3333333333334
Hennur Road,1735.0,3.0,3.0,78.0,3,1.0,578.3333333333334
Bisuvanahalli,1075.0,2.0,1.0,33.0,3,1.5,537.5
Uttarahalli,1590.0,3.0,2.0,57.0,3,1.0,530.0
other,1600.0,5.0,2.0,140.0,5,1.0,320.0
other,1160.0,2.0,3.0,55.0,2,1.0,580.0
other,930.0,1.0,1.0,55.0,2,2.0,930.0
Devanahalli,1010.0,2.0,1.0,58.0,2,1.0,505.0
Electronic City,1221.0,2.0,2.0,68.0,2,1.0,610.5
Hoodi,1108.0,2.0,1.0,87.48,2,1.0,554.0
Sarjapur  Road,1370.0,2.0,1.0,70.0,2,1.0,685.0
Banashankari Stage V,920.0,2.0,1.0,41.5,2,1.0,460.0
Bhoganhalli,1277.0,2.0,1.0,79.89,2,1.0,638.5
Horamavu Agara,1213.0,2.0,2.0,38.1,2,1.0,606.5
Singasandra,1653.0,3.0,2.0,85.0,3,1.0,551.0
Sarjapur,2400.0,3.0,3.0,140.0,4,1.3333333333333333,800.0
Kanakpura Road,1570.0,3.0,2.0,68.0,3,1.0,523.3333333333334
other,1053.0,2.0,3.0,44.0,2,1.0,526.5
other,1325.0,2.0,3.0,56.0,3,1.5,662.5
other,1169.0,2.0,1.0,50.11,2,1.0,584.5
Badavala Nagar,1274.0,2.0,1.0,90.0,2,1.0,637.0
Whitefield,1317.0,2.0,2.0,52.0,2,1.0,658.5
Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2,1.0,597.5
Whitefield,2858.0,4.0,0.0,137.0,4,1.0,714.5
Kammasandra,940.0,2.0,2.0,35.0,2,1.0,470.0
Budigere,1820.0,3.0,2.0,95.5,3,1.0,606.6666666666666
Kanakpura Road,1450.0,3.0,3.0,53.6,3,1.0,483.3333333333333
Whitefield,1615.0,3.0,0.0,96.9,3,1.0,538.3333333333334
Nagarbhavi,2200.0,2.0,3.0,99.0,3,1.5,1100.0
Subramanyapura,985.0,2.0,1.0,62.5,2,1.0,492.5
Electronics City Phase 1,1116.0,2.0,1.0,33.0,2,1.0,558.0
Attibele,656.0,2.0,1.0,25.0,2,1.0,328.0
Kaggadasapura,1105.0,2.0,1.0,39.5,2,1.0,552.5
Whitefield,1220.0,2.0,1.0,55.0,2,1.0,610.0
Hoodi,1400.0,3.0,2.0,74.0,3,1.0,466.6666666666667
other,2400.0,3.0,0.0,185.0,4,1.3333333333333333,800.0
Uttarahalli,1000.0,2.0,1.0,35.0,2,1.0,500.0
Bannerghatta Road,1660.0,3.0,3.0,80.0,3,1.0,553.3333333333334
Uttarahalli,1330.0,2.0,1.0,57.0,3,1.5,665.0
Old Madras Road,1165.0,2.0,1.0,52.0,2,1.0,582.5
Budigere,1153.0,2.0,2.0,56.0,2,1.0,576.5
Bannerghatta Road,1270.0,2.0,2.0,45.0,2,1.0,635.0
other,1070.0,2.0,2.0,38.0,2,1.0,535.0
Banashankari Stage III,1420.0,2.0,2.0,95.0,3,1.5,710.0
Kothanur,1600.0,5.0,0.0,130.0,4,0.8,320.0
other,2031.0,2.0,2.0,200.0,2,1.0,1015.5
Bellandur,1454.0,2.0,1.0,90.0,2,1.0,727.0
Whitefield,1116.0,2.0,3.0,48.76,2,1.0,558.0
other,2000.0,3.0,1.0,180.0,4,1.3333333333333333,666.6666666666666
Sarjapur  Road,1346.0,2.0,1.0,74.03,2,1.0,673.0
other,1062.0,2.0,1.0,50.0,2,1.0,531.0
other,700.0,1.0,1.0,25.5,1,1.0,700.0
JP Nagar,1405.0,2.0,1.0,99.0,2,1.0,702.5
Doddathoguru,1100.0,2.0,2.0,50.0,2,1.0,550.0
Chikka Tirupathi,2153.0,4.0,3.0,120.0,3,0.75,538.25
other,1200.0,3.0,2.0,120.0,3,1.0,400.0
other,2135.0,3.0,2.0,170.0,3,1.0,711.6666666666666
Uttarahalli,1125.0,2.0,1.0,47.0,2,1.0,562.5
2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3,1.5,675.0
Pai Layout,1068.0,2.0,3.0,48.0,2,1.0,534.0
Doddathoguru,940.0,2.0,1.0,32.9,2,1.0,470.0
Hosa Road,1063.0,2.0,1.0,32.79,2,1.0,531.5
Brookefield,1382.0,2.0,2.0,84.5,2,1.0,691.0
Harlur,936.0,2.0,1.0,45.0,2,1.0,468.0
KR Puram,1400.0,2.0,3.0,60.0,3,1.5,700.0
Sarjapur  Road,475.0,1.0,1.0,26.0,1,1.0,475.0
other,1200.0,2.0,1.0,115.0,2,1.0,600.0
other,1450.0,3.0,3.0,65.0,3,1.0,483.3333333333333
Kudlu,1162.0,2.0,1.0,52.0,2,1.0,581.0
Hosa Road,1161.0,2.0,1.0,48.75,2,1.0,580.5
Green Glen Layout,1623.29,2.0,2.0,105.0,3,1.5,811.645
Brookefield,1260.0,2.0,1.0,70.0,2,1.0,630.0
Seegehalli,3000.0,4.0,2.0,240.0,3,0.75,750.0
Murugeshpalya,1500.0,2.0,0.0,70.0,3,1.5,750.0
Budigere,705.0,1.0,0.0,34.545,1,1.0,705.0
other,2000.0,3.0,3.0,200.0,3,1.0,666.6666666666666
Nagarbhavi,1100.0,2.0,2.0,46.2,2,1.0,550.0
Whitefield,1400.0,2.0,3.0,56.0,3,1.5,700.0
Ramagondanahalli,2257.0,3.0,2.0,155.0,3,1.0,752.3333333333334
Budigere,1153.0,2.0,2.0,56.5,2,1.0,576.5
Sarjapur  Road,1197.0,2.0,1.0,56.86,2,1.0,598.5
other,1150.0,2.0,2.0,90.0,2,1.0,575.0
other,595.0,1.0,1.0,40.0,1,1.0,595.0
Hoodi,1837.0,3.0,1.0,110.0,3,1.0,612.3333333333334
Bellandur,1830.0,3.0,3.0,91.86,3,1.0,610.0
Green Glen Layout,1715.0,3.0,3.0,115.0,3,1.0,571.6666666666666
Electronic City,970.0,2.0,1.0,35.0,2,1.0,485.0
NRI Layout,2700.0,5.0,1.0,95.75,4,0.8,540.0
Vidyaranyapura,2400.0,5.0,1.0,135.0,4,0.8,480.0
Sarjapur  Road,3040.0,4.0,2.0,135.0,4,1.0,760.0
Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,2,1.0,584.0
Begur Road,1160.0,2.0,2.0,36.54,2,1.0,580.0
other,1500.0,3.0,2.0,75.0,3,1.0,500.0
ITPL,850.0,2.0,1.0,25.4,2,1.0,425.0
Ramamurthy Nagar,935.0,2.0,2.0,39.0,2,1.0,467.5
other,654.0,1.0,1.0,49.0,1,1.0,654.0
other,1300.0,2.0,1.0,33.0,2,1.0,650.0
Kaggalipura,950.0,2.0,1.0,60.0,2,1.0,475.0
other,1250.0,3.0,2.0,54.0,3,1.0,416.6666666666667
Doddakallasandra,1072.0,2.0,1.0,42.87,2,1.0,536.0
other,1425.0,2.0,2.0,65.0,3,1.5,712.5
Uttarahalli,1165.0,1.0,0.0,42.09,2,2.0,1165.0
Kathriguppe,1390.0,2.0,2.0,69.49,3,1.5,695.0
Kalena Agrahara,1510.0,3.0,2.0,78.0,3,1.0,503.3333333333333
Thanisandra,1305.0,2.0,2.0,90.0,2,1.0,652.5
Kodigehaali,866.0,2.0,2.0,32.0,2,1.0,433.0
Hulimavu,1231.0,2.0,1.0,84.5,2,1.0,615.5
Sompura,1360.0,2.0,3.0,45.0,3,1.5,680.0
Yeshwanthpur,2500.0,3.0,3.0,138.0,3,1.0,833.3333333333334
Whitefield,1140.0,2.0,3.0,55.0,2,1.0,570.0
Kanakpura Road,525.0,1.0,1.0,30.0,1,1.0,525.0
Whitefield,1295.0,2.0,1.0,64.5,2,1.0,647.5
Hormavu,1020.0,2.0,2.0,45.75,2,1.0,510.0
other,1200.0,1.0,0.0,50.0,2,2.0,1200.0
Vidyaranyapura,1100.0,2.0,1.0,41.0,2,1.0,550.0
Kothannur,820.0,2.0,2.0,37.0,2,1.0,410.0
Kalena Agrahara,1354.0,2.0,2.0,70.0,2,1.0,677.0
Garudachar Palya,1154.0,2.0,1.0,51.8,2,1.0,577.0
7th Phase JP Nagar,1680.0,2.0,3.0,92.0,3,1.5,840.0
Electronics City Phase 1,1205.0,2.0,2.0,60.0,2,1.0,602.5
Raja Rajeshwari Nagar,1400.0,2.0,2.0,86.0,3,1.5,700.0
other,1625.0,3.0,1.0,150.0,3,1.0,541.6666666666666
Electronic City,1500.0,3.0,1.0,73.0,3,1.0,500.0
Bannerghatta Road,1520.0,2.0,3.0,80.0,3,1.5,760.0
other,1300.0,3.0,1.0,65.0,2,0.6666666666666666,433.3333333333333
other,1150.0,2.0,2.0,47.0,2,1.0,575.0
Kadugodi,1762.0,3.0,3.0,109.0,3,1.0,587.3333333333334
Budigere,1153.0,2.0,2.0,58.0,2,1.0,576.5
Yelahanka,2650.0,4.0,1.0,223.0,4,1.0,662.5
Sompura,1350.0,2.0,2.0,47.0,3,1.5,675.0
Billekahalli,950.0,2.0,2.0,56.0,2,1.0,475.0
Jakkur,3295.0,3.0,3.0,310.0,3,1.0,1098.3333333333333
other,1515.0,3.0,3.0,80.5,3,1.0,505.0
Neeladri Nagar,1100.0,2.0,2.0,30.0,2,1.0,550.0
other,1250.0,2.0,2.0,65.0,2,1.0,625.0
HBR Layout,1200.0,2.0,0.0,120.0,2,1.0,600.0
5th Phase JP Nagar,2500.0,8.0,3.0,95.0,7,0.875,312.5
Hoskote,1200.0,4.0,2.0,100.0,4,1.0,300.0
Yelahanka,1355.0,2.0,2.0,51.5,3,1.5,677.5
other,1115.0,3.0,1.0,39.14,3,1.0,371.6666666666667
8th Phase JP Nagar,1275.0,3.0,2.0,45.0,3,1.0,425.0
Padmanabhanagar,2051.0,3.0,2.0,170.0,3,1.0,683.6666666666666
BTM Layout,1470.0,2.0,2.0,99.0,3,1.5,735.0
other,1550.0,2.0,3.0,70.0,3,1.5,775.0
Bannerghatta Road,1270.0,2.0,1.0,73.0,3,1.5,635.0
Bhoganhalli,2119.0,4.0,2.0,111.0,4,1.0,529.75
